symbol,symbol,metric_type,metric
ABMD,netProfitMarginAnnual,26.60993,
ABMD,netProfitMarginTTM,26.6099,
ABMD,operatingMargin5Y,27.05727,
ABMD,operatingMarginAnnual,27.08567,
ABMD,operatingMarginTTM,27.08564,
ABMD,payoutRatioAnnual,,
ABMD,payoutRatioTTM,0,
ABMD,pbAnnual,10.91977,
ABMD,pbQuarterly,10.91977,
ABMD,pcfShareTTM,78.0194,
ABMD,peBasicExclExtraTTM,63.80636,
ABMD,peExclExtraAnnual,64.95521,
ABMD,peExclExtraHighTTM,133.4967,
ABMD,peExclExtraTTM,64.96626,
ABMD,peExclLowTTM,32.00047,
ABMD,peInclExtraTTM,64.96626,
ABMD,peNormalizedAnnual,64.95521,
ABMD,pfcfShareAnnual,,
ABMD,pfcfShareTTM,,
ABMD,pretaxMargin5Y,30.31794,
ABMD,pretaxMarginAnnual,34.00738,
ABMD,pretaxMarginTTM,34.00734,
ABMD,priceRelativeToS&P50013Week,-18.18732,
ABMD,priceRelativeToS&P50026Week,-0.41578,
ABMD,priceRelativeToS&P5004Week,-2.21445,
ABMD,priceRelativeToS&P50052Week,16.81425,
ABMD,priceRelativeToS&P500Ytd,-11.12852,
ABMD,psAnnual,17.11687,
ABMD,psTTM,17.11685,
ABMD,ptbvAnnual,11.99954,
ABMD,ptbvQuarterly,11.99954,
ABMD,quickRatioAnnual,5.48121,
ABMD,quickRatioQuarterly,5.48121,
ABMD,receivablesTurnoverAnnual,9.32219,
ABMD,receivablesTurnoverTTM,9.3222,
ABMD,revenueEmployeeAnnual,,
ABMD,revenueEmployeeTTM,,
ABMD,revenueGrowth3Y,12.59419,
ABMD,revenueGrowth5Y,20.79467,
ABMD,revenueGrowthQuarterlyYoy,16.73683,
ABMD,revenueGrowthTTMYoy,0.78977,
ABMD,revenuePerShareAnnual,18.5559,
ABMD,revenuePerShareTTM,18.55561,
ABMD,revenueShareGrowth5Y,20.37979,
ABMD,roaRfy,16.63887,
ABMD,roaa5Y,19.12164,
ABMD,roae5Y,21.86821,
ABMD,roaeTTM,18.83188,
ABMD,roeRfy,18.83188,
ABMD,roeTTM,16.63887,
ABMD,roi5Y,21.3672,
ABMD,roiAnnual,18.41045,
ABMD,roiTTM,18.41045,
ABMD,tangibleBookValuePerShareAnnual,26.70492,
ABMD,tangibleBookValuePerShareQuarterly,26.70492,
ABMD,tbvCagr5Y,30.4218,
ABMD,totalDebt/totalEquityAnnual,,
ABMD,totalDebt/totalEquityQuarterly,,
ABMD,totalDebtCagr5Y,,
ABMD,yearToDatePriceReturnDaily,-1.07033,
ABMD,annual,,"{'cashRatio': [{'period': '2020-03-31', 'v': 1.4583993630814729}, {'period': '2019-03-31', 'v': 1.141729089228099}, {'period': '2018-03-31', 'v': 0.5074868330932193}, {'period': '2017-03-31', 'v': 0.5607825674763347}, {'period': '2016-03-31', 'v': 1.0363120689284715}, {'period': '2015-03-31', 'v': 0.5697245606449808}, {'period': '2014-03-31', 'v': 0.6875}, {'period': '2013-03-31', 'v': 0.3505535055350553}, {'period': '2012-03-31', 'v': 0.26785714285714285}, {'period': '2011-03-31', 'v': 0.2600896860986547}, {'period': '2010-03-31', 'v': 0.26519337016574585}, {'period': '2009-03-31', 'v': 0.10227272727272728}, {'period': '2008-03-31', 'v': 0.10256410256410256}, {'period': '2007-03-31', 'v': 5.395348837209302}, {'period': '2006-03-31', 'v': 0.896551724137931}, {'period': '2005-03-31', 'v': 1.551020408163265}, {'period': '2004-03-31', 'v': 1.4375000000000002}, {'period': '2003-03-31', 'v': 7.193548387096774}, {'period': '2002-03-31', 'v': 4.480392156862746}, {'period': '2001-03-31', 'v': 10.055555555555555}, {'period': '2000-03-31', 'v': 12.580246913580249}], 'currentRatio': [{'period': '2020-03-31', 'v': 4.8213}, {'period': '2019-03-31', 'v': 6.3888}, {'period': '2018-03-31', 'v': 5.8368}, {'period': '2017-03-31', 'v': 4.6965}, {'period': '2016-03-31', 'v': 6.1965}, {'period': '2015-03-31', 'v': 4.7061}, {'period': '2014-03-31', 'v': 3.8816}, {'period': '2013-03-31', 'v': 4.3026}, {'period': '2012-03-31', 'v': 4.933}, {'period': '2011-03-31', 'v': 3.7982}, {'period': '2010-03-31', 'v': 4.5691}, {'period': '2009-03-31', 'v': 5.0284}, {'period': '2008-03-31', 'v': 3.6667}, {'period': '2007-03-31', 'v': 7.4729}, {'period': '2006-03-31', 'v': 5.3333}, {'period': '2005-03-31', 'v': 11.2653}, {'period': '2004-03-31', 'v': 7.7083}, {'period': '2003-03-31', 'v': 10.2581}, {'period': '2002-03-31', 'v': 8.2059}, {'period': '2001-03-31', 'v': 11.8889}, {'period': '2000-03-31', 'v': 14.4568}], 'ebitPerShare': [{'period': '2020-03-31', 'v': 5.337}, {'period': '2019-03-31', 'v': 4.8712}, {'period': '2018-03-31', 'v': 3.4273}, {'period': '2017-03-31', 'v': 2.0184}, {'period': '2016-03-31', 'v': 1.4501}, {'period': '2015-03-31', 'v': 0.6689}, {'period': '2014-03-31', 'v': 0.2019}, {'period': '2013-03-31', 'v': 0.4015}, {'period': '2012-03-31', 'v': 0.0373}, {'period': '2011-03-31', 'v': -0.3011}, {'period': '2010-03-31', 'v': -0.6802}, {'period': '2009-03-31', 'v': -0.8453}, {'period': '2008-03-31', 'v': -1.1231}, {'period': '2007-03-31', 'v': -1.0517}, {'period': '2006-03-31', 'v': -1.1836}, {'period': '2005-03-31', 'v': -0.1514}, {'period': '2004-03-31', 'v': -0.4858}, {'period': '2003-03-31', 'v': -0.9286}, {'period': '2002-03-31', 'v': -1.177}, {'period': '2001-03-31', 'v': -0.8544}, {'period': '2000-03-31', 'v': -0.6591}], 'eps': [{'period': '2020-03-31', 'v': 4.431}, {'period': '2019-03-31', 'v': 5.6124}, {'period': '2018-03-31', 'v': 2.4465}, {'period': '2017-03-31', 'v': 1.167}, {'period': '2016-03-31', 'v': 0.8497}, {'period': '2015-03-31', 'v': 2.6527}, {'period': '2014-03-31', 'v': 0.1779}, {'period': '2013-03-31', 'v': 0.365}, {'period': '2012-03-31', 'v': 0.0373}, {'period': '2011-03-31', 'v': -0.3172}, {'period': '2010-03-31', 'v': -0.5149}, {'period': '2009-03-31', 'v': -0.9054}, {'period': '2008-03-31', 'v': -1.2585}, {'period': '2007-03-31', 'v': -1.0295}, {'period': '2006-03-31', 'v': -1.1484}, {'period': '2005-03-31', 'v': -0.1055}, {'period': '2004-03-31', 'v': -0.4434}, {'period': '2003-03-31', 'v': -0.8667}, {'period': '2002-03-31', 'v': -1.0383}, {'period': '2001-03-31', 'v': -0.5534}, {'period': '2000-03-31', 'v': -0.5966}], 'grossMargin': [{'period': '2020-03-31', 'v': 0.8201}, {'period': '2019-03-31', 'v': 0.8316}, {'period': '2018-03-31', 'v': 0.834}, {'period': '2017-03-31', 'v': 0.8414}, {'period': '2016-03-31', 'v': 0.847}, {'period': '2015-03-31', 'v': 0.8266}, {'period': '2014-03-31', 'v': 0.7968}, {'period': '2013-03-31', 'v': 0.8001}, {'period': '2012-03-31', 'v': 0.8062}, {'period': '2011-03-31', 'v': 0.7826}, {'period': '2010-03-31', 'v': 0.7375}, {'period': '2009-03-31', 'v': 0.7213}, {'period': '2008-03-31', 'v': 0.7453}, {'period': '2007-03-31', 'v': 0.7628}, {'period': '2006-03-31', 'v': 0.7323}, {'period': '2005-03-31', 'v': 0.7565}, {'period': '2004-03-31', 'v': 0.7043}, {'period': '2003-03-31', 'v': 0.6781}, {'period': '2002-03-31', 'v': 0.7026}, {'period': '2001-03-31', 'v': 0.7028}, {'period': '2000-03-31', 'v': 0.7378}], 'longtermDebtTotalAsset': [], 'longtermDebtTotalCapital': [], 'longtermDebtTotalEquity': [], 'netDebtToTotalCapital': [{'period': '2020-03-31', 'v': -0.1805}, {'period': '2019-03-31', 'v': -0.1292}, {'period': '2018-03-31', 'v': -0.0623}, {'period': '2017-03-31', 'v': -0.0485}, {'period': '2016-03-31', 'v': -0.1308}, {'period': '2015-03-31', 'v': -0.0768}, {'period': '2014-03-31', 'v': -0.1241}, {'period': '2013-03-31', 'v': -0.0693}, {'period': '2012-03-31', 'v': -0.0475}, {'period': '2011-03-31', 'v': -0.0554}, {'period': '2010-03-31', 'v': -0.0444}, {'period': '2009-03-31', 'v': -0.0155}, {'period': '2008-03-31', 'v': -0.0214}, {'period': '2007-03-31', 'v': -0.57}, {'period': '2006-03-31', 'v': -0.1122}, {'period': '2005-03-31', 'v': -0.1352}, {'period': '2004-03-31', 'v': -0.1271}, {'period': '2003-03-31', 'v': -0.7182}, {'period': '2002-03-31', 'v': -0.5743}, {'period': '2001-03-31', 'v': -0.8292}, {'period': '2000-03-31', 'v': -0.8992}], 'netDebtToTotalEquity': [{'period': '2020-03-31', 'v': -0.1805}, {'period': '2019-03-31', 'v': -0.1292}, {'period': '2018-03-31', 'v': -0.0623}, {'period': '2017-03-31', 'v': -0.0502}, {'period': '2016-03-31', 'v': -0.1308}, {'period': '2015-03-31', 'v': -0.0768}, {'period': '2014-03-31', 'v': -0.1241}, {'period': '2013-03-31', 'v': -0.0693}, {'period': '2012-03-31', 'v': -0.0475}, {'period': '2011-03-31', 'v': -0.0554}, {'period': '2010-03-31', 'v': -0.0444}, {'period': '2009-03-31', 'v': -0.0155}, {'period': '2008-03-31', 'v': -0.0214}, {'period': '2007-03-31', 'v': -0.57}, {'period': '2006-03-31', 'v': -0.1122}, {'period': '2005-03-31', 'v': -0.1352}, {'period': '2004-03-31', 'v': -0.1271}, {'period': '2003-03-31', 'v': -0.7182}, {'period': '2002-03-31', 'v': -0.575}, {'period': '2001-03-31', 'v': -0.8307}, {'period': '2000-03-31', 'v': -0.9008}], 'netMargin': [{'period': '2020-03-31', 'v': 0.2414}, {'period': '2019-03-31', 'v': 0.3366}, {'period': '2018-03-31', 'v': 0.1889}, {'period': '2017-03-31', 'v': 0.117}, {'period': '2016-03-31', 'v': 0.1158}, {'period': '2015-03-31', 'v': 0.4936}, {'period': '2014-03-31', 'v': 0.0403}, {'period': '2013-03-31', 'v': 0.0949}, {'period': '2012-03-31', 'v': 0.0119}, {'period': '2011-03-31', 'v': -0.1166}, {'period': '2010-03-31', 'v': -0.2217}, {'period': '2009-03-31', 'v': -0.4317}, {'period': '2008-03-31', 'v': -0.6944}, {'period': '2007-03-31', 'v': -0.5514}, {'period': '2006-03-31', 'v': -0.6728}, {'period': '2005-03-31', 'v': -0.0602}, {'period': '2004-03-31', 'v': -0.3658}, {'period': '2003-03-31', 'v': -0.7811}, {'period': '2002-03-31', 'v': -0.8067}, {'period': '2001-03-31', 'v': -0.4578}, {'period': '2000-03-31', 'v': -0.4667}], 'operatingMargin': [{'period': '2020-03-31', 'v': 0.2908}, {'period': '2019-03-31', 'v': 0.2922}, {'period': '2018-03-31', 'v': 0.2647}, {'period': '2017-03-31', 'v': 0.2024}, {'period': '2016-03-31', 'v': 0.1976}, {'period': '2015-03-31', 'v': 0.1245}, {'period': '2014-03-31', 'v': 0.0458}, {'period': '2013-03-31', 'v': 0.1044}, {'period': '2012-03-31', 'v': 0.0119}, {'period': '2011-03-31', 'v': -0.1107}, {'period': '2010-03-31', 'v': -0.2929}, {'period': '2009-03-31', 'v': -0.403}, {'period': '2008-03-31', 'v': -0.6197}, {'period': '2007-03-31', 'v': -0.5632}, {'period': '2006-03-31', 'v': -0.6934}, {'period': '2005-03-31', 'v': -0.0864}, {'period': '2004-03-31', 'v': -0.4008}, {'period': '2003-03-31', 'v': -0.8369}, {'period': '2002-03-31', 'v': -0.9145}, {'period': '2001-03-31', 'v': -0.7068}, {'period': '2000-03-31', 'v': -0.5156}], 'pretaxMargin': [{'period': '2020-03-31', 'v': 0.3054}, {'period': '2019-03-31', 'v': 0.3423}, {'period': '2018-03-31', 'v': 0.2702}, {'period': '2017-03-31', 'v': 0.2051}, {'period': '2016-03-31', 'v': 0.1998}, {'period': '2015-03-31', 'v': 0.1249}, {'period': '2014-03-31', 'v': 0.0463}, {'period': '2013-03-31', 'v': 0.1069}, {'period': '2012-03-31', 'v': 0.0198}, {'period': '2011-03-31', 'v': -0.1077}, {'period': '2010-03-31', 'v': -0.2147}, {'period': '2009-03-31', 'v': -0.4208}, {'period': '2008-03-31', 'v': -0.6859}, {'period': '2007-03-31', 'v': -0.5415}, {'period': '2006-03-31', 'v': -0.6659}, {'period': '2005-03-31', 'v': -0.0602}, {'period': '2004-03-31', 'v': -0.3658}, {'period': '2003-03-31', 'v': -0.7811}, {'period': '2002-03-31', 'v': -0.8067}, {'period': '2001-03-31', 'v': -0.4578}, {'period': '2000-03-31', 'v': -0.4667}], 'salesPerShare': [{'period': '2020-03-31', 'v': 18.3535}, {'period': '2019-03-31', 'v': 16.6721}, {'period': '2018-03-31', 'v': 12.9501}, {'period': '2017-03-31', 'v': 9.9714}, {'period': '2016-03-31', 'v': 7.3403}, {'period': '2015-03-31', 'v': 5.3738}, {'period': '2014-03-31', 'v': 4.4135}, {'period': '2013-03-31', 'v': 3.8467}, {'period': '2012-03-31', 'v': 3.1443}, {'period': '2011-03-31', 'v': 2.7204}, {'period': '2010-03-31', 'v': 2.3225}, {'period': '2009-03-31', 'v': 2.0974}, {'period': '2008-03-31', 'v': 1.8123}, {'period': '2007-03-31', 'v': 1.8672}, {'period': '2006-03-31', 'v': 1.707}, {'period': '2005-03-31', 'v': 1.7523}, {'period': '2004-03-31', 'v': 1.2123}, {'period': '2003-03-31', 'v': 1.1095}, {'period': '2002-03-31', 'v': 1.2871}, {'period': '2001-03-31', 'v': 1.2087}, {'period': '2000-03-31', 'v': 1.2784}], 'sgaToSale': [{'period': '2020-03-31', 'v': 0.1799}, {'period': '2019-03-31', 'v': 0.1684}, {'period': '2018-03-31', 'v': 0.166}, {'period': '2017-03-31', 'v': 0.1586}, {'period': '2016-03-31', 'v': 0.153}, {'period': '2015-03-31', 'v': 0.1734}, {'period': '2014-03-31', 'v': 0.2032}, {'period': '2013-03-31', 'v': 0.1999}, {'period': '2012-03-31', 'v': 0.1938}, {'period': '2011-03-31', 'v': 0.2174}, {'period': '2010-03-31', 'v': 0.2625}, {'period': '2009-03-31', 'v': 0.2787}, {'period': '2008-03-31', 'v': 0.2564}, {'period': '2007-03-31', 'v': 0.2372}, {'period': '2006-03-31', 'v': 0.2677}, {'period': '2005-03-31', 'v': 0.2461}, {'period': '2004-03-31', 'v': 0.2957}, {'period': '2003-03-31', 'v': 0.3219}, {'period': '2002-03-31', 'v': 0.2937}, {'period': '2001-03-31', 'v': 0.2972}, {'period': '2000-03-31', 'v': 0.2622}], 'totalDebtToEquity': [{'period': '2020-03-31', 'v': 0}, {'period': '2019-03-31', 'v': 0}, {'period': '2018-03-31', 'v': 0}, {'period': '2017-03-31', 'v': 0.0361}, {'period': '2016-03-31', 'v': 0}, {'period': '2015-03-31', 'v': 0}, {'period': '2014-03-31', 'v': 0}, {'period': '2013-03-31', 'v': 0}, {'period': '2012-03-31', 'v': 0}, {'period': '2011-03-31', 'v': 0}, {'period': '2010-03-31', 'v': 0}, {'period': '2009-03-31', 'v': 0}, {'period': '2008-03-31', 'v': 0}, {'period': '2007-03-31', 'v': 0}, {'period': '2006-03-31', 'v': 0}, {'period': '2005-03-31', 'v': 0}, {'period': '2004-03-31', 'v': 0}, {'period': '2003-03-31', 'v': 0}, {'period': '2002-03-31', 'v': 0.0013}, {'period': '2001-03-31', 'v': 0.0018}, {'period': '2000-03-31', 'v': 0.0018}], 'totalDebtToTotalAsset': [{'period': '2020-03-31', 'v': 0}, {'period': '2019-03-31', 'v': 0}, {'period': '2018-03-31', 'v': 0}, {'period': '2017-03-31', 'v': 0.0297}, {'period': '2016-03-31', 'v': 0}, {'period': '2015-03-31', 'v': 0}, {'period': '2014-03-31', 'v': 0}, {'period': '2013-03-31', 'v': 0}, {'period': '2012-03-31', 'v': 0}, {'period': '2011-03-31', 'v': 0}, {'period': '2010-03-31', 'v': 0}, {'period': '2009-03-31', 'v': 0}, {'period': '2008-03-31', 'v': 0}, {'period': '2007-03-31', 'v': 0}, {'period': '2006-03-31', 'v': 0}, {'period': '2005-03-31', 'v': 0}, {'period': '2004-03-31', 'v': 0}, {'period': '2003-03-31', 'v': 0}, {'period': '2002-03-31', 'v': 0.0011}, {'period': '2001-03-31', 'v': 0.0017}, {'period': '2000-03-31', 'v': 0.0016}], 'totalDebtToTotalCapital': [{'period': '2020-03-31', 'v': 0}, {'period': '2019-03-31', 'v': 0}, {'period': '2018-03-31', 'v': 0}, {'period': '2017-03-31', 'v': 0.0349}, {'period': '2016-03-31', 'v': 0}, {'period': '2015-03-31', 'v': 0}, {'period': '2014-03-31', 'v': 0}, {'period': '2013-03-31', 'v': 0}, {'period': '2012-03-31', 'v': 0}, {'period': '2011-03-31', 'v': 0}, {'period': '2010-03-31', 'v': 0}, {'period': '2009-03-31', 'v': 0}, {'period': '2008-03-31', 'v': 0}, {'period': '2007-03-31', 'v': 0}, {'period': '2006-03-31', 'v': 0}, {'period': '2005-03-31', 'v': 0}, {'period': '2004-03-31', 'v': 0}, {'period': '2003-03-31', 'v': 0}, {'period': '2002-03-31', 'v': 0.0013}, {'period': '2001-03-31', 'v': 0.0018}, {'period': '2000-03-31', 'v': 0.0018}], 'totalRatio': [{'period': '2020-03-31', 'v': 8.0563}, {'period': '2019-03-31', 'v': 8.9765}, {'period': '2018-03-31', 'v': 8.1194}, {'period': '2017-03-31', 'v': 5.5969}, {'period': '2016-03-31', 'v': 7.686}, {'period': '2015-03-31', 'v': 7.229}, {'period': '2014-03-31', 'v': 5.5364}, {'period': '2013-03-31', 'v': 5.1672}, {'period': '2012-03-31', 'v': 5.5761}, {'period': '2011-03-31', 'v': 4.9104}, {'period': '2010-03-31', 'v': 6}, {'period': '2009-03-31', 'v': 6.8}, {'period': '2008-03-31', 'v': 4.8361}, {'period': '2007-03-31', 'v': 9.6596}, {'period': '2006-03-31', 'v': 8.7222}, {'period': '2005-03-31', 'v': 12.4694}, {'period': '2004-03-31', 'v': 12.3333}, {'period': '2003-03-31', 'v': 11.0161}, {'period': '2002-03-31', 'v': 8.7745}, {'period': '2001-03-31', 'v': 12.6882}, {'period': '2000-03-31', 'v': 13.6854}]}"
ACN,10DayAverageTradingVolume,1.47313,
ACN,13WeekPriceReturnDaily,17.22613,
ACN,26WeekPriceReturnDaily,29.19233,
ACN,3MonthAverageTradingVolume,43.38405,
ACN,52WeekHigh,293.42,
ACN,52WeekHighDate,2021-05-03,
ACN,52WeekLow,174.94,
ACN,52WeekLowDate,2020-05-14,
ACN,52WeekPriceReturnDaily,62.42411,
ACN,5DayPriceReturnDaily,0.46512,
ACN,assetTurnoverAnnual,1.3258,
ACN,assetTurnoverTTM,1.2431,
ACN,beta,1.09189,
ACN,bookValuePerShareAnnual,26.78545,
ACN,bookValuePerShareQuarterly,28.77859,
ACN,bookValueShareGrowth5Y,23.20333,
ACN,capitalSpendingGrowth5Y,8.68794,
ACN,cashFlowPerShareAnnual,9.11865,
ACN,cashFlowPerShareTTM,9.78969,
ACN,cashPerSharePerShareAnnual,13.40749,
ACN,cashPerSharePerShareQuarterly,14.41458,
ACN,currentDividendYieldTTM,1.15226,
ACN,currentEv/freeCashFlowAnnual,56.83328,
ACN,currentEv/freeCashFlowTTM,50.51502,
ACN,currentRatioAnnual,1.40175,
ACN,currentRatioQuarterly,1.3882,
ACN,dividendGrowthRate5Y,9.76018,
ACN,dividendPerShare5Y,2.68,
ACN,dividendPerShareAnnual,3.2,
ACN,dividendYield5Y,1.57106,
ACN,dividendYieldIndicatedAnnual,1.20713,
ACN,dividendsPerShareTTM,3.36,
ACN,ebitdPerShareTTM,11.73871,
ACN,ebitdaCagr5Y,7.05209,
ACN,ebitdaInterimCagr5Y,7.51411,
ACN,epsBasicExclExtraItemsAnnual,8.02741,
ACN,epsBasicExclExtraItemsTTM,8.58704,
ACN,epsExclExtraItemsAnnual,7.8947,
ACN,epsExclExtraItemsTTM,8.45108,
ACN,epsGrowth3Y,13.20286,
ACN,epsGrowth5Y,10.63744,
ACN,epsGrowthQuarterlyYoy,15.08336,
ACN,epsGrowthTTMYoy,9.7694,
ACN,epsInclExtraItemsAnnual,7.8947,
ACN,epsInclExtraItemsTTM,8.45108,
ACN,epsNormalizedAnnual,7.8947,
ACN,focfCagr5Y,18.18561,
ACN,freeCashFlowAnnual,5580.822,
ACN,freeCashFlowPerShareTTM,11.40968,
ACN,freeCashFlowTTM,7376.129,
ACN,freeOperatingCashFlow/revenue5Y,9.64393,
ACN,freeOperatingCashFlow/revenueTTM,16.14849,
ACN,grossMargin5Y,30.64178,
ACN,grossMarginAnnual,31.52964,
ACN,grossMarginTTM,31.66318,
ACN,inventoryTurnoverAnnual,,
ACN,inventoryTurnoverTTM,,
ACN,longTermDebt/equityAnnual,0.31794,
ACN,longTermDebt/equityQuarterly,0.32403,
ACN,marketCapitalization,193947.5,
ACN,monthToDatePriceReturnDaily,0.56213,
ACN,netDebtAnnual,-8447.767,
ACN,netDebtInterim,-9101.733,
ACN,netIncomeEmployeeAnnual,10391.41,
ACN,netIncomeEmployeeTTM,10951.8,
ACN,netInterestCoverageAnnual,,
ACN,netInterestCoverageTTM,474.9734,
ACN,netMarginGrowth5Y,3.29716,
ACN,netProfitMargin5Y,11.23174,
ACN,netProfitMarginAnnual,11.69786,
ACN,netProfitMarginTTM,12.1322,
ACN,operatingMargin5Y,14.56481,
